PlayerID,PlayerName,TeamID,Position,BirthDate,Nationality
358,Michael Castillo,16,Goalkeeper,1984-05-26,Saint Pierre and Miquelon
359,Stephanie Allison,16,Goalkeeper,1994-09-04,Chad
360,Erica Hudson,16,Goalkeeper,1999-02-26,Ghana
361,Michelle Herman,16,Forward,1998-02-04,Netherlands Antilles
362,Dustin Mclaughlin,16,Forward,1993-02-24,Zambia
363,John Cobb,16,Forward,1999-08-19,Congo
364,Sheila Lane,16,Midfielder,1997-06-01,Saint Lucia
365,Rachel Anderson,16,Goalkeeper,1990-06-28,New Zealand
366,David Pittman,16,Midfielder,1991-11-16,France
367,Evan Richardson,16,Midfielder,1996-05-03,Bosnia and Herzegovina
368,Brandon Flores,16,Midfielder,1988-05-07,Cape Verde
369,Paul Martin,17,Forward,1995-09-15,Equatorial Guinea
370,Brandi Cummings,17,Goalkeeper,2005-04-26,Serbia
371,Kimberly Moss,17,Midfielder,1995-06-25,United States Minor Outlying Islands
372,Mary Smith,17,Midfielder,1996-08-13,Singapore
373,Theresa Oneal,17,Forward,1996-07-15,Italy
374,Crystal Alexander PhD,17,Midfielder,1996-07-13,Christmas Island
375,John Diaz,17,Forward,2001-01-15,Nauru
376,Crystal Johnson,17,Midfielder,2003-09-04,Egypt
377,Peter Christensen,17,Goalkeeper,1993-10-19,Azerbaijan
378,John Scott,17,Forward,1986-09-10,Indonesia
379,Ruth Benson,17,Midfielder,1995-11-06,Indonesia
380,Alexis Anderson,17,Defender,1988-01-27,Syrian Arab Republic
381,Rachel Taylor,17,Goalkeeper,1991-05-10,Antigua and Barbuda
382,Brenda Butler,17,Goalkeeper,1999-11-09,Ireland
383,Emily Mcknight,17,Midfielder,2000-10-25,Ecuador
384,Gavin Price,17,Forward,1985-04-28,Bahrain
385,Justin Santiago,17,Defender,2001-07-27,Bangladesh
386,Amy White,17,Forward,1989-04-08,Aruba
387,Kristy Allison,17,Goalkeeper,2004-08-10,Gabon
388,John Hartman,17,Midfielder,2008-01-31,Netherlands
389,Natasha Houston,17,Defender,1993-03-30,Peru
390,Matthew Owens,17,Midfielder,1984-11-26,Peru
391,Aaron Campbell,17,Forward,2005-08-27,Bahrain
392,Kathryn Wilkins,18,Goalkeeper,2002-10-15,Faroe Islands
393,Alyssa Mccarty,18,Defender,2001-12-15,French Guiana
394,Chelsea Rodriguez,18,Defender,1989-08-17,Burundi
395,Lauren Day,18,Defender,1994-07-03,Venezuela
396,Cynthia Richard,18,Forward,1994-07-03,Mongolia
397,Monique Roberson,18,Defender,2004-03-11,Costa Rica
398,Jonathan Robinson,18,Goalkeeper,1989-01-11,Benin
399,Elizabeth Lopez,18,Defender,1986-01-01,Myanmar
400,Allison Lewis,18,Forward,1999-03-11,Hungary
401,Daniel Arellano,18,Defender,1986-11-30,Austria
402,Kayla Hamilton,18,Forward,1985-01-09,Zimbabwe
403,Amy Martin,18,Defender,2005-11-01,Monaco
404,Jeffrey Clark,18,Midfielder,2002-10-24,Bahrain
405,Dean Carter,18,Defender,1991-04-09,Mauritania
406,Amber Mcpherson,18,Midfielder,1999-04-16,Niger
407,Jake Holland,18,Midfielder,2002-02-07,Solomon Islands
408,Randall Woods,18,Forward,2004-02-06,Burundi
409,Cindy Morgan,18,Midfielder,1988-04-04,Marshall Islands
410,Meghan Williamson,18,Midfielder,1990-10-11,Argentina
411,Jeffrey Padilla,18,Midfielder,1983-12-28,Saint Kitts and Nevis
412,Lori Jennings,18,Goalkeeper,1995-03-26,Lithuania
413,Jacob Frank,18,Goalkeeper,1997-08-21,Malawi
414,Chad Long,18,Goalkeeper,2002-07-18,Kiribati
415,Alexandra Phillips,19,Defender,2001-08-28,Svalbard & Jan Mayen Islands
416,Tyler Zimmerman,19,Forward,1984-09-19,Guadeloupe
417,Daniel Weeks,19,Forward,2006-03-11,Andorra
418,Sharon Garcia,19,Forward,2004-07-05,Sweden
419,Linda Robinson,19,Defender,1997-10-02,Haiti
420,Elizabeth Rivera,19,Midfielder,1994-01-21,Cook Islands
421,Sandra Yoder,19,Midfielder,2001-01-10,Western Sahara
422,Jillian Ward,19,Forward,1987-03-30,Korea
423,Steven Torres,19,Midfielder,1995-10-20,Samoa
424,Keith Johnson,19,Goalkeeper,2000-08-06,Afghanistan
425,Kevin Gonzalez,19,Forward,2005-01-11,United States Virgin Islands
426,April Mendoza,19,Midfielder,1991-09-12,New Zealand
427,Clinton Floyd,19,Defender,1996-10-23,Saint Barthelemy
428,Brian Humphrey,19,Goalkeeper,2005-04-29,Lesotho
429,Randy Smith,19,Defender,1989-04-24,Greece
430,Samantha Cole,19,Defender,2005-08-17,Cyprus
431,Wendy Moore,19,Forward,2000-06-27,Italy
432,Colleen Frank,19,Forward,1999-07-05,Morocco
433,Jeffery Robles,19,Forward,2007-09-25,Japan
434,Tracy Mack,19,Defender,1996-08-29,Liechtenstein
435,Alyssa Mcdonald,19,Forward,2003-12-30,Afghanistan
436,Sarah White,19,Defender,1986-05-13,Russian Federation
437,Melanie Fernandez,19,Defender,2008-02-19,Seychelles
438,Audrey Rodriguez,20,Goalkeeper,1994-07-17,Tonga
439,Dr. John Barker,20,Defender,2004-10-17,Tunisia
440,Stacy Martin,20,Forward,1994-10-23,Georgia
441,Curtis Morris,20,Defender,1994-11-10,Slovakia (Slovak Republic)
442,Robert Rodriguez,20,Defender,1984-10-01,Armenia
443,Stephanie Barker,20,Midfielder,1988-07-16,Bahrain
